1.7801 16 0 0 -1 1 2000 8000 -1 -1
4.8 102.8 -166.05 1336 0.05897 0 6.2 0.3599 37.9132 60.6548 96RX003-DI400Z LMR-600 110 900 1 1.33 0 0 3.141 6.282
-56.3  34.2  -213.1  1416  0.003079  -12  6.01 0.3505 32.3563 60.6548 96RX003-DI400Z LMR-500 110 900 1 1.33 0 0 3.141 6.282
-32.05 77.4 -176.7 1293 0.07041 3 6.2 0.3135 22.8666 60.6548 97RX003-DI400Z LMR-600 110 900 1 1.33 0 0 3.141 6.282
-61.4 85.3 -103.01 1230 0.05488 -12 6.2 0.3195 17.1247 61.1892 97RX004-DI400Z LMR-600 110 900 1 1.33 0 0 3.141 6.282
-56.35 34.25 -152.05 1166 0.04587 7 6.2 0.3001 37.5917 53.6770 96RX002-DI400Z LMR-500 110 900 1 1.33 0 0 3.141 6.282
47.7 33.8 -166.2 1181 0.03609 4 6.2 0.3001 37.3871 53.6770 96RX006-DI400Z LMR-500 110 900 1 1.33 0 0 3.141 6.282
76.8 12.1 -170.05 944 0.06721 2 6.2 0.2438 36.7233 41.6275 98RX001-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
64.1 -18.3 -171.05 939 0.06269 -9 6.2 0.2438 36.7442 41.6275 98RX002-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
43.9 7.3 -171.01 946 0.07247 -31 6.2 0.2438 35.8168 41.6475 98RX004-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
64.05 -18.35 -120.05 809 0.03689 -5 6.2 0.2042 35.3688 45.2589 98RX003-DI400Z LMR-500 110 900 1 1.33 0 0 3.141 6.282
43.91 7.31 -120.1 672 0.06115 -25 6.2 0.1753 33.0434 45.2589 98RX005-DI400Z LMR-500 110 900 1 1.33 0 0 3.141 6.282
64.6 -40.8 -168.08 952 0.04124 -46 6.2 0.2438 36.5533 45.2589 98RX006-DI400Z LMR-500 110 900 1 1.33 0 0 3.141 6.282
66.3 74.7 -110.05 1051 0.05918 0 6.2 0.2743 36.4152 49.8666 99RX005-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
-95.1 -38.3 -105.05 1160 0.05636 -24 6.2 0.3028 36.7652 47.1166 99RX008-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
-46.7 -86.6 -105.1 1051 0.05161 86 6.2 0.2743 31.2509 50.3796 99RX004-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
95.2 12.7 -347.367 1984 0.01202 47 6.2 0.5182 36.9909 49.0796 99RX002-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
