1.7802 20 0 0 -1 1 2000 8000 -1 -1
4.8  102.8  -166.05  1336  0.05897  0  6.01 0.3599 36 52 97RX007-DI400Z LMR-600 110 900 1 1.33 0 0 3.141 6.282
-56.3  34.2  -213.1  1416 0.003079 -12 6.01 0.3505 36 52 96RX003-DI400Z LMR-500 110 900 1 1.33 0 0 3.141 6.282
-32.05  77.4  -176.7  1293 0.07041 -13 6.01 0.3135 36 52 97RX003-DI400Z LMR-600 110 900 1 1.33 0 0 3.141 6.282
-61.4  85.3  -103.01  1230  0.05488 -4 6.01 0.3195 36 52 97RX004-DI400Z LMR-600 110 900 1 1.33 0 0 3.141 6.282
-56.35 34.25 -152.05 1166 0.04587 -27 6.01 0.3001 36 52 96RX002-DI400Z LMR-500 110 900 1 1.33 0 0 3.141 6.282
47.7  33.8  -166.2  1181  0.03609 -2  6.01 0.3001 36 52 96RX006-DI400Z LMR-500 110 900 1 1.33 0 0 3.141 6.282
76.8  12.1  -170.05  944  0.06721  1  6.01 0.2438 36 52 98RX001-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
64.1  -18.3  -171.05  939  0.06269  -9 6.01 0.2438 36 52 98RX002-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
43.9  7.3  -171.01  946  0.07247  -31  6.01 0.2438 36 52 98RX004-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
64.05  -18.35  -120.05  809  0.03689 5 6.01 0.2042 36 52 98RX003-DI400Z LMR-500 110 900 1 1.33 0 0 3.141 6.282
43.91  7.31  -120.1  672  0.06115  6 6.01 0.1753 36 52 98RX005-DI400Z LMR-500 110 900 1 1.33 0 0 3.141 6.282
64.6  -40.8  -168.08 952 0.04124 -12 6.01 0.2438 36 52 98RX006-DI400Z LMR-500 110 900 1 1.33 0 0 3.141 6.282
66.3  74.7  -110.05 1051 0.05918  -22 6.01 0.2743 36 52 99RX005-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
-95.1 -38.3 -105.05 1160 0.05636  -26  6.01 0.3028 36 52 99RX008-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
-46.7  -86.6  -105.1 1051 0.05161 130 6.01 0.2743 36 52 99RX004-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
95.2  12.7  -347.367  1984  0.01202  -4 6.01 0.5182 36 52 99RX002-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
22  -14  0.01  136  0.014  0.01  9996 0.5182 0 52 02RX001-HN500C RG-58 110 900 1 1.33 0 0 3.141 6.282
40  -23  20.01  42  0.019  0.01  9996 0.5182 0 52 02RX002-HN500C RG-58 110 900 1 1.33 0 0 3.141 6.282
39  -12  20.0  140  0.016  0.01  9996 0.5182 0 52 02RX003-HN500C RG-58 110 900 1 1.33 0 0 3.141 6.282
-95.11 -38.31 -135.02 1276 0.033 0.01 5.5 0.5182 36 52 99RX002-DI400Z Cabwave 110 900 1 1.33 0 0 3.141 6.282
-999999
